Year,Average Age Range,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2019,80-89 Years Old,2.0,155.0,Orange,North,"Yorba Linda, La Habra & Brea Cities"
2019,90-99 Years Old,3.0,137.0,Orange,North,"Yorba Linda, La Habra & Brea Cities"
2015,0-9 Years Old,4.0,783.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,10-19 Years Old,5.0,744.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,20-29 Years Old,4.0,902.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,30-39 Years Old,3.0,819.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,40-49 Years Old,4.0,690.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,50-59 Years Old,3.0,573.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,60-69 Years Old,3.0,355.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,70-79 Years Old,2.0,290.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,80-89 Years Old,2.0,253.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,90-99 Years Old,3.0,0.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,0-9 Years Old,5.0,868.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,10-19 Years Old,5.0,741.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,20-29 Years Old,4.0,1022.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,30-39 Years Old,4.0,904.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,40-49 Years Old,4.0,688.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,50-59 Years Old,3.0,562.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,60-69 Years Old,2.0,268.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,70-79 Years Old,2.0,397.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,80-89 Years Old,2.0,411.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2016,90-99 Years Old,6.0,1275.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,0-9 Years Old,5.0,1028.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,10-19 Years Old,4.0,560.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,20-29 Years Old,4.0,1003.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,30-39 Years Old,4.0,891.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,40-49 Years Old,4.0,740.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,50-59 Years Old,3.0,501.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,60-69 Years Old,3.0,223.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,70-79 Years Old,2.0,315.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,80-89 Years Old,3.0,198.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2017,90-99 Years Old,2.0,444.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,0-9 Years Old,4.0,833.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,10-19 Years Old,4.0,848.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,20-29 Years Old,3.0,906.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,30-39 Years Old,3.0,754.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,40-49 Years Old,4.0,774.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,50-59 Years Old,3.0,569.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,60-69 Years Old,3.0,346.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,70-79 Years Old,2.0,174.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,80-89 Years Old,3.0,306.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2018,90-99 Years Old,2.0,1005.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,0-9 Years Old,5.0,1018.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,10-19 Years Old,4.0,913.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,20-29 Years Old,4.0,1325.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,30-39 Years Old,4.0,1141.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,40-49 Years Old,4.0,799.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,50-59 Years Old,3.0,473.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,60-69 Years Old,3.0,375.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,70-79 Years Old,3.0,470.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,80-89 Years Old,2.0,291.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2019,90-99 Years Old,2.0,429.0,Orange,Northeast,"Lake Forest, Irvine (North) Cities & Silverado"
2015,0-9 Years Old,5.0,919.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,10-19 Years Old,4.0,846.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,20-29 Years Old,4.0,766.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,30-39 Years Old,4.0,1035.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,40-49 Years Old,4.0,606.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,50-59 Years Old,3.0,569.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,60-69 Years Old,3.0,315.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,70-79 Years Old,2.0,118.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,80-89 Years Old,2.0,63.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,90-99 Years Old,2.0,0.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,0-9 Years Old,5.0,757.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,10-19 Years Old,4.0,683.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,20-29 Years Old,4.0,748.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,30-39 Years Old,4.0,859.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,40-49 Years Old,4.0,650.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,50-59 Years Old,3.0,495.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,60-69 Years Old,3.0,291.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,70-79 Years Old,2.0,138.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,80-89 Years Old,2.0,89.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2016,90-99 Years Old,2.0,138.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,0-9 Years Old,4.0,1002.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,10-19 Years Old,4.0,756.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,20-29 Years Old,4.0,902.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,30-39 Years Old,4.0,1016.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,40-49 Years Old,4.0,740.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,50-59 Years Old,3.0,481.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,60-69 Years Old,3.0,420.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,70-79 Years Old,2.0,201.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,80-89 Years Old,2.0,177.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2017,90-99 Years Old,2.0,29.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,0-9 Years Old,5.0,988.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,10-19 Years Old,5.0,810.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,20-29 Years Old,4.0,867.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,30-39 Years Old,4.0,846.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,40-49 Years Old,4.0,809.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,50-59 Years Old,3.0,524.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,60-69 Years Old,3.0,286.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,70-79 Years Old,2.0,164.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,80-89 Years Old,2.0,241.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2018,90-99 Years Old,2.0,0.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,0-9 Years Old,5.0,842.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,10-19 Years Old,5.0,853.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,20-29 Years Old,4.0,789.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,30-39 Years Old,4.0,885.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,40-49 Years Old,4.0,900.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,50-59 Years Old,3.0,469.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,60-69 Years Old,3.0,272.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,70-79 Years Old,2.0,183.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,80-89 Years Old,2.0,198.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2019,90-99 Years Old,2.0,228.0,Orange,Northwest,"Buena Park, Cypress & Seal Beach Cities"
2015,0-9 Years Old,5.0,994.0,Orange,Northwest,Garden Grove City (East)
2015,10-19 Years Old,5.0,1002.0,Orange,Northwest,Garden Grove City (East)
2015,20-29 Years Old,5.0,940.0,Orange,Northwest,Garden Grove City (East)
2015,30-39 Years Old,5.0,869.0,Orange,Northwest,Garden Grove City (East)
2015,40-49 Years Old,5.0,821.0,Orange,Northwest,Garden Grove City (East)
2015,50-59 Years Old,4.0,709.0,Orange,Northwest,Garden Grove City (East)
2015,60-69 Years Old,4.0,466.0,Orange,Northwest,Garden Grove City (East)
2015,70-79 Years Old,4.0,546.0,Orange,Northwest,Garden Grove City (East)
2015,80-89 Years Old,3.0,217.0,Orange,Northwest,Garden Grove City (East)
2015,90-99 Years Old,3.0,43.0,Orange,Northwest,Garden Grove City (East)
2016,0-9 Years Old,6.0,879.0,Orange,Northwest,Garden Grove City (East)
2016,10-19 Years Old,5.0,783.0,Orange,Northwest,Garden Grove City (East)
2016,20-29 Years Old,5.0,942.0,Orange,Northwest,Garden Grove City (East)
2016,30-39 Years Old,5.0,947.0,Orange,Northwest,Garden Grove City (East)
2016,40-49 Years Old,4.0,785.0,Orange,Northwest,Garden Grove City (East)
2016,50-59 Years Old,4.0,553.0,Orange,Northwest,Garden Grove City (East)
2016,60-69 Years Old,3.0,521.0,Orange,Northwest,Garden Grove City (East)
2016,70-79 Years Old,3.0,430.0,Orange,Northwest,Garden Grove City (East)
2016,80-89 Years Old,3.0,488.0,Orange,Northwest,Garden Grove City (East)
2016,90-99 Years Old,2.0,214.0,Orange,Northwest,Garden Grove City (East)
2017,0-9 Years Old,5.0,1054.0,Orange,Northwest,Garden Grove City (East)
2017,10-19 Years Old,5.0,739.0,Orange,Northwest,Garden Grove City (East)
2017,20-29 Years Old,5.0,902.0,Orange,Northwest,Garden Grove City (East)
2017,30-39 Years Old,4.0,812.0,Orange,Northwest,Garden Grove City (East)
2017,40-49 Years Old,4.0,603.0,Orange,Northwest,Garden Grove City (East)
2017,50-59 Years Old,4.0,689.0,Orange,Northwest,Garden Grove City (East)
2017,60-69 Years Old,4.0,385.0,Orange,Northwest,Garden Grove City (East)
2017,70-79 Years Old,4.0,369.0,Orange,Northwest,Garden Grove City (East)
2017,80-89 Years Old,4.0,445.0,Orange,Northwest,Garden Grove City (East)
2017,90-99 Years Old,3.0,536.0,Orange,Northwest,Garden Grove City (East)
2018,0-9 Years Old,6.0,851.0,Orange,Northwest,Garden Grove City (East)
2018,10-19 Years Old,5.0,927.0,Orange,Northwest,Garden Grove City (East)
2018,20-29 Years Old,5.0,892.0,Orange,Northwest,Garden Grove City (East)
2018,30-39 Years Old,5.0,884.0,Orange,Northwest,Garden Grove City (East)
2018,40-49 Years Old,5.0,812.0,Orange,Northwest,Garden Grove City (East)
2018,50-59 Years Old,4.0,601.0,Orange,Northwest,Garden Grove City (East)
2018,60-69 Years Old,4.0,622.0,Orange,Northwest,Garden Grove City (East)
2018,70-79 Years Old,3.0,588.0,Orange,Northwest,Garden Grove City (East)
2018,80-89 Years Old,3.0,470.0,Orange,Northwest,Garden Grove City (East)
2018,90-99 Years Old,3.0,51.0,Orange,Northwest,Garden Grove City (East)
2019,0-9 Years Old,5.0,1008.0,Orange,Northwest,Garden Grove City (East)
2019,10-19 Years Old,5.0,967.0,Orange,Northwest,Garden Grove City (East)
2019,20-29 Years Old,4.0,901.0,Orange,Northwest,Garden Grove City (East)
2019,30-39 Years Old,4.0,942.0,Orange,Northwest,Garden Grove City (East)
2019,40-49 Years Old,5.0,756.0,Orange,Northwest,Garden Grove City (East)
2019,50-59 Years Old,4.0,759.0,Orange,Northwest,Garden Grove City (East)
2019,60-69 Years Old,4.0,604.0,Orange,Northwest,Garden Grove City (East)
2019,70-79 Years Old,4.0,381.0,Orange,Northwest,Garden Grove City (East)
2019,80-89 Years Old,4.0,271.0,Orange,Northwest,Garden Grove City (East)
2019,90-99 Years Old,3.0,121.0,Orange,Northwest,Garden Grove City (East)
2015,0-9 Years Old,5.0,873.0,Orange,Northwest,Huntington Beach City
2015,10-19 Years Old,4.0,711.0,Orange,Northwest,Huntington Beach City
2015,20-29 Years Old,3.0,1114.0,Orange,Northwest,Huntington Beach City
2015,30-39 Years Old,4.0,959.0,Orange,Northwest,Huntington Beach City
2015,40-49 Years Old,3.0,776.0,Orange,Northwest,Huntington Beach City
2015,50-59 Years Old,3.0,544.0,Orange,Northwest,Huntington Beach City
2015,60-69 Years Old,2.0,431.0,Orange,Northwest,Huntington Beach City
2015,70-79 Years Old,2.0,247.0,Orange,Northwest,Huntington Beach City
2015,80-89 Years Old,2.0,154.0,Orange,Northwest,Huntington Beach City
2015,90-99 Years Old,2.0,629.0,Orange,Northwest,Huntington Beach City
2016,0-9 Years Old,4.0,1007.0,Orange,Northwest,Huntington Beach City
2016,10-19 Years Old,4.0,891.0,Orange,Northwest,Huntington Beach City
2016,20-29 Years Old,3.0,933.0,Orange,Northwest,Huntington Beach City
2016,30-39 Years Old,3.0,1069.0,Orange,Northwest,Huntington Beach City
2016,40-49 Years Old,3.0,868.0,Orange,Northwest,Huntington Beach City
2016,50-59 Years Old,3.0,565.0,Orange,Northwest,Huntington Beach City
2016,60-69 Years Old,2.0,338.0,Orange,Northwest,Huntington Beach City
2016,70-79 Years Old,2.0,138.0,Orange,Northwest,Huntington Beach City
2016,80-89 Years Old,2.0,227.0,Orange,Northwest,Huntington Beach City
2016,90-99 Years Old,2.0,302.0,Orange,Northwest,Huntington Beach City
2017,0-9 Years Old,4.0,1017.0,Orange,Northwest,Huntington Beach City
2017,10-19 Years Old,5.0,887.0,Orange,Northwest,Huntington Beach City
2017,20-29 Years Old,3.0,1256.0,Orange,Northwest,Huntington Beach City
2017,30-39 Years Old,3.0,1073.0,Orange,Northwest,Huntington Beach City
2017,40-49 Years Old,4.0,897.0,Orange,Northwest,Huntington Beach City
2017,50-59 Years Old,3.0,460.0,Orange,Northwest,Huntington Beach City
2017,60-69 Years Old,2.0,377.0,Orange,Northwest,Huntington Beach City
2017,70-79 Years Old,2.0,202.0,Orange,Northwest,Huntington Beach City
2017,80-89 Years Old,2.0,450.0,Orange,Northwest,Huntington Beach City
2017,90-99 Years Old,2.0,79.0,Orange,Northwest,Huntington Beach City
2018,0-9 Years Old,4.0,986.0,Orange,Northwest,Huntington Beach City
2018,10-19 Years Old,4.0,900.0,Orange,Northwest,Huntington Beach City
2018,20-29 Years Old,3.0,1254.0,Orange,Northwest,Huntington Beach City
2018,30-39 Years Old,3.0,1138.0,Orange,Northwest,Huntington Beach City
2018,40-49 Years Old,3.0,983.0,Orange,Northwest,Huntington Beach City
2018,50-59 Years Old,3.0,644.0,Orange,Northwest,Huntington Beach City
2018,60-69 Years Old,2.0,540.0,Orange,Northwest,Huntington Beach City
2018,70-79 Years Old,2.0,295.0,Orange,Northwest,Huntington Beach City
2018,80-89 Years Old,2.0,505.0,Orange,Northwest,Huntington Beach City
2018,90-99 Years Old,1.0,83.0,Orange,Northwest,Huntington Beach City
2019,0-9 Years Old,5.0,1297.0,Orange,Northwest,Huntington Beach City
2019,10-19 Years Old,4.0,1091.0,Orange,Northwest,Huntington Beach City
2019,20-29 Years Old,3.0,1219.0,Orange,Northwest,Huntington Beach City
2019,30-39 Years Old,4.0,1490.0,Orange,Northwest,Huntington Beach City
2019,40-49 Years Old,3.0,819.0,Orange,Northwest,Huntington Beach City
2019,50-59 Years Old,3.0,721.0,Orange,Northwest,Huntington Beach City
2019,60-69 Years Old,2.0,506.0,Orange,Northwest,Huntington Beach City
2019,70-79 Years Old,2.0,326.0,Orange,Northwest,Huntington Beach City
2019,80-89 Years Old,2.0,274.0,Orange,Northwest,Huntington Beach City
2019,90-99 Years Old,2.0,224.0,Orange,Northwest,Huntington Beach City
2015,0-9 Years Old,5.0,857.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,10-19 Years Old,5.0,758.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,20-29 Years Old,4.0,876.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,30-39 Years Old,4.0,876.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,40-49 Years Old,4.0,659.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,50-59 Years Old,3.0,535.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,60-69 Years Old,3.0,433.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,70-79 Years Old,3.0,265.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,80-89 Years Old,2.0,209.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,90-99 Years Old,3.0,324.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,0-9 Years Old,5.0,855.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,10-19 Years Old,5.0,740.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,20-29 Years Old,4.0,766.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,30-39 Years Old,4.0,773.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,40-49 Years Old,4.0,670.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,50-59 Years Old,4.0,509.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,60-69 Years Old,3.0,437.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,70-79 Years Old,3.0,275.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,80-89 Years Old,3.0,292.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2016,90-99 Years Old,2.0,676.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,0-9 Years Old,5.0,909.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,10-19 Years Old,5.0,946.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,20-29 Years Old,4.0,894.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,30-39 Years Old,4.0,934.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,40-49 Years Old,4.0,768.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,50-59 Years Old,3.0,698.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,60-69 Years Old,3.0,421.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,70-79 Years Old,3.0,437.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,80-89 Years Old,2.0,340.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2017,90-99 Years Old,2.0,212.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,0-9 Years Old,5.0,966.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,10-19 Years Old,5.0,903.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,20-29 Years Old,4.0,1071.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,30-39 Years Old,4.0,937.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,40-49 Years Old,4.0,807.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,50-59 Years Old,4.0,665.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,60-69 Years Old,3.0,484.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,70-79 Years Old,3.0,466.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,80-89 Years Old,3.0,579.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2018,90-99 Years Old,2.0,160.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,0-9 Years Old,5.0,1291.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,10-19 Years Old,5.0,985.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,20-29 Years Old,4.0,970.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,30-39 Years Old,4.0,1168.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,40-49 Years Old,4.0,804.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,50-59 Years Old,4.0,630.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,60-69 Years Old,3.0,536.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,70-79 Years Old,3.0,391.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,80-89 Years Old,3.0,588.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2019,90-99 Years Old,3.0,426.0,Orange,Northwest,"Westminster, Stanton & Garden Grove (West) Cities"
2015,0-9 Years Old,5.0,679.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,10-19 Years Old,4.0,405.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,20-29 Years Old,4.0,530.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,30-39 Years Old,4.0,682.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,40-49 Years Old,4.0,386.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,50-59 Years Old,3.0,311.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,60-69 Years Old,3.0,216.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,70-79 Years Old,2.0,241.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,80-89 Years Old,2.0,175.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,90-99 Years Old,2.0,805.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,0-9 Years Old,5.0,430.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,10-19 Years Old,4.0,713.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,20-29 Years Old,4.0,702.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,30-39 Years Old,4.0,603.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,40-49 Years Old,4.0,574.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,50-59 Years Old,3.0,452.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,60-69 Years Old,2.0,260.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,70-79 Years Old,2.0,151.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,80-89 Years Old,2.0,468.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2016,90-99 Years Old,3.0,750.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,0-9 Years Old,5.0,602.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,10-19 Years Old,4.0,685.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,20-29 Years Old,4.0,936.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,30-39 Years Old,4.0,719.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,40-49 Years Old,3.0,621.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,50-59 Years Old,3.0,405.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,60-69 Years Old,2.0,176.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,70-79 Years Old,2.0,139.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,80-89 Years Old,2.0,82.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2017,90-99 Years Old,2.0,356.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,0-9 Years Old,5.0,1037.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,10-19 Years Old,4.0,742.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,20-29 Years Old,4.0,709.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,30-39 Years Old,4.0,1105.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,40-49 Years Old,3.0,580.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
